usda_id,symbol,scientific_name,common_name,family,drought_tolerance,moisture_use,shade_tolerance,salinity_tolerance,anaerobic_tolerance,fire_tolerance,ph_minimum,ph_maximum,precipitation_minimum,precipitation_maximum,temperature_minimum_degf,frost_free_days_minimum,toxicity,active_growth_period,adapted_to_coarse_textured_soils,adapted_to_fine_textured_soils,adapted_to_medium_textured_soils,after_harvest_regrowth_rate,berry_nut_seed_product,bloat,bloom_period,c:n_ratio,caco3_tolerance,christmas_tree_product,cold_stratification_required,commercial_availability,coppice_potential,fall_conspicuous,fertility_requirement,fire_resistant,flower_color,flower_conspicuous,fodder_product,foliage_color,foliage_porosity_summer,foliage_porosity_winter,foliage_texture,fruit_seed_abundance,fruit_seed_color,fruit_seed_conspicuous,fruit_seed_period_begin,fruit_seed_period_end,fruit_seed_persistence,fuelwood_product,growth_form,growth_rate,hedge_tolerance,height_at_20_years_maximum_feet,height_mature_feet,known_allelopath,leaf_retention,lifespan,low_growing_grass,lumber_product,naval_store_product,nitrogen_fixation,nursery_stock_product,palatable_browse_animal,palatable_graze_animal,palatable_human,planting_density_per_acre_maximum,planting_density_per_acre_minimum,post_product,propagated_by_bare_root,propagated_by_bulb,propagated_by_container,propagated_by_corm,propagated_by_cuttings,propagated_by_seed,propagated_by_sod,propagated_by_sprigs,propagated_by_tubers,protein_potential,pulpwood_product,resprout_ability,root_depth_minimum_inches,seed_per_pound,seed_spread_rate,seedling_vigor,shape_and_orientation,small_grain,vegetative_spread_rate,veneer_product
58733,ATNU,Atriplex nummularia,bluegreen saltbush,Chenopodiaceae,High,Low,High,High,None,High,6.0,9.0,7,17,-8,150,None,Spring and Fall,Yes,No,Yes,,No,None,Winter,High,High,No,No,Routinely Available,No,No,Medium,No,Yellow,No,No,Gray-Green,Dense,Moderate,Coarse,Medium,Brown,No,Winter,Winter,No,,Single Stem,Slow,High,9,9.0,No,No,Long,No,No,No,None,No,Medium,Low,No,1700,700,No,Yes,No,Yes,No,No,Yes,No,No,No,Medium,No,Yes,20,140000,Slow,Low,Erect,No,None,No
58650,ATFA,Atriplex falcata,sickle saltbush,Chenopodiaceae,High,Low,Medium,High,None,High,6.6,9.0,5,12,-38,100,Slight,Spring and Summer,Yes,Yes,Yes,,No,None,Fall,High,High,No,No,No Known Source,No,No,Low,No,Yellow,No,No,Gray-Green,Dense,Moderate,Coarse,Medium,Brown,No,Fall,Fall,No,,Single Stem,Slow,Low,2,2.0,No,No,Long,No,No,No,None,No,High,High,No,2700,700,No,Yes,No,Yes,No,No,Yes,No,No,No,High,No,Yes,20,114000,Slow,Medium,Semi-Erect,No,None,No
58705,ATLE,Atriplex lentiformis,big saltbush,Chenopodiaceae,High,Medium,High,High,None,High,7.0,10.0,6,20,7,195,None,Spring and Summer,No,No,Yes,,No,None,Early Summer,High,High,No,No,Routinely Available,No,No,Medium,Yes,Yellow,No,No,Green,Dense,Moderate,Coarse,High,Brown,No,Summer,Fall,No,,Single Stem,Moderate,High,10,10.0,No,No,Moderate,No,No,No,None,No,Medium,Low,No,1800,680,No,Yes,No,Yes,No,No,Yes,No,No,No,Medium,No,Yes,20,801310,Slow,Medium,Semi-Erect,No,Slow,No
46971,AVGE,Avicennia germinans,black mangrove,Verbenaceae,Low,High,High,Medium,Medium,Low,6.0,8.0,34,81,10,328,Slight,Year Round,No,Yes,Yes,,No,None,Indeterminate,High,Medium,No,No,Routinely Available,Yes,Yes,Low,No,White,Yes,No,Dark Green,Dense,Dense,Medium,High,Green,Yes,Year Round,Year Round,No,Medium,Single Stem,Rapid,Low,50,30.0,Yes,Yes,Long,No,No,No,None,Yes,Low,Low,No,640,320,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Low,No,Yes,24,,Rapid,High,Vase,No,None,No
20609,AVSA,Avena sativa,common oat,Poaceae,Low,Medium,High,Medium,Low,None,5.3,8.5,25,100,-23,90,None,Spring and Summer,Yes,Yes,Yes,,No,None,Late Spring,Low,Low,No,No,Routinely Available,No,No,Medium,No,Yellow,No,Yes,Green,Moderate,Porous,Fine,High,Brown,No,Summer,Summer,No,,Bunch,Rapid,None,,2.0,No,No,,No,No,No,None,No,Medium,High,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,8,19400,None,High,Erect,Yes,None,No
58776,ATSE,Atriplex semibaccata,Australian saltbush,Chenopodiaceae,Medium,Low,Medium,High,None,None,7.0,8.5,8,16,7,165,Slight,Spring and Summer,No,Yes,Yes,,No,Low,Indeterminate,High,High,No,No,Routinely Available,No,No,Low,Yes,Yellow,No,No,Green,Porous,Porous,Medium,Low,Brown,No,Year Round,Fall,No,,Colonizing,Slow,None,,0.5,No,No,Moderate,No,No,No,None,No,Low,Low,No,2700,700,No,Yes,No,Yes,No,No,Yes,No,No,No,Low,No,Yes,14,240000,Slow,High,Prostrate,No,Slow,No
58758,ATPO,Atriplex polycarpa,cattle saltbush,Chenopodiaceae,High,Medium,High,High,None,Low,7.5,9.0,3,12,7,170,None,Summer and Fall,Yes,No,Yes,,No,Low,Mid Summer,High,High,No,No,Field Collections Only,No,No,Medium,No,Yellow,No,No,Green,Moderate,Moderate,Coarse,Medium,Brown,No,Winter,Winter,No,,Multiple Stem,Slow,Medium,6,6.0,No,No,Moderate,No,No,No,None,No,Low,Low,No,2800,1200,No,Yes,No,Yes,No,No,Yes,No,No,No,Low,No,Yes,10,490000,Slow,Low,Semi-Erect,No,Slow,No
20601,AVFA,Avena fatua,wild oat,Poaceae,Medium,Medium,High,Low,None,Low,6.0,7.5,6,24,-23,100,None,"Fall, Winter and Spring",Yes,Yes,Yes,Slow,No,None,Mid Spring,Low,High,No,No,No Known Source,No,No,Low,No,Yellow,No,Yes,Green,Moderate,Porous,Fine,High,Brown,No,Spring,Spring,No,,Bunch,Rapid,None,,4.0,No,No,,No,No,No,None,No,High,High,No,,,No,No,No,No,No,No,Yes,No,No,No,High,No,No,8,12000,Rapid,High,Erect,No,None,No
20618,AVST2,Avena strigosa,black oats,Poaceae,Low,,High,,Low,None,4.5,7.3,,,,120,None,Spring and Summer,No,No,No,Rapid,No,None,,Low,,No,No,,No,No,,No,,No,No,,Moderate,Porous,Coarse,,,No,,,No,,Multiple Stem,,None,,2.0,No,No,,Yes,No,No,None,No,,,No,20000,5120,No,No,No,No,No,No,Yes,No,No,No,,No,No,12,,,High,Erect,No,,No
32483,BAAN,Baccharis angustifolia,saltwater false willow,Asteraceae,None,High,High,High,High,Low,5.0,7.5,45,60,12,200,None,Spring,Yes,Yes,Yes,,No,None,Fall,,Medium,No,No,No Known Source,No,Yes,Low,No,White,Yes,No,Green,Dense,Moderate,Fine,High,Brown,No,Fall,Fall,No,,Multiple Stem,Moderate,Low,,13.0,No,No,Long,No,No,No,None,Yes,Low,Low,No,3400,1750,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,12,2268000,Moderate,High,Erect,No,None,No
32543,BACA3,Balsamorhiza careyana,Carey's balsamroot,Asteraceae,High,Low,Medium,Medium,None,Medium,6.6,9.0,6,20,-13,130,None,Spring,Yes,No,Yes,Slow,No,None,Early Spring,Medium,Medium,No,Yes,No Known Source,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Spring,Spring,No,,Single Crown,Moderate,None,,2.5,No,No,Moderate,No,No,No,None,No,,Low,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,18,55000,Slow,Medium,Semi-Erect,No,None,No
20629,AXCO,Axonopus compressus,broadleaf carpetgrass,Poaceae,Low,High,High,Low,Low,Medium,4.5,7.0,40,100,-3,210,None,Spring and Summer,No,Yes,Yes,Moderate,No,None,Spring,Medium,None,No,Yes,No Known Source,No,No,Medium,Yes,White,No,No,Green,Moderate,Porous,Fine,Medium,Brown,No,Summer,Fall,No,,Stoloniferous,Moderate,None,,1.0,No,No,Short,Yes,No,No,None,Yes,Low,Low,No,18000,7000,No,No,No,No,No,No,Yes,No,Yes,No,,No,No,12,1222000,Slow,Medium,Decumbent,No,Moderate,No
58821,BAAM4,Bassia americana,green molly,Chenopodiaceae,High,Low,High,High,Low,Medium,7.0,8.5,5,10,-33,150,None,Spring and Fall,Yes,No,Yes,,No,None,Late Summer,Low,High,No,No,Contracting Only,Yes,No,Low,No,White,No,No,Green,Moderate,Porous,Medium,High,Brown,No,Summer,Fall,No,,Multiple Stem,Rapid,None,2,2.0,No,No,Moderate,No,No,No,None,No,High,Medium,No,1700,1200,No,Yes,No,Yes,No,No,Yes,No,No,No,Medium,No,No,12,500000,Slow,High,Rounded,No,None,No
32547,BAHO,Balsamorhiza hookeri,Hooker's balsamroot,Asteraceae,Medium,Medium,Medium,Medium,None,Medium,6.6,9.0,9,20,-18,120,None,Spring,Yes,Yes,Yes,Slow,No,None,Mid Spring,Medium,Medium,No,Yes,Contracting Only,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Fine,Medium,Brown,No,Spring,Spring,No,,Single Crown,Moderate,None,,1.0,No,No,Moderate,No,No,No,None,No,,Low,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,18,55000,Slow,Medium,Semi-Erect,No,None,No
32491,BAHA,Baccharis halimifolia,eastern baccharis,Asteraceae,Low,High,Medium,High,High,Medium,5.5,7.8,36,60,-3,180,None,"Spring, Summer, Fall",Yes,Yes,Yes,,No,None,Late Summer,High,Low,No,No,Routinely Available,No,Yes,Low,No,White,Yes,No,Dark Green,Dense,Moderate,Coarse,High,White,No,Fall,Fall,Yes,,Multiple Stem,Moderate,Low,10,10.0,No,No,Moderate,No,No,No,None,No,,,No,2700,700,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,20,85000,Slow,Low,Erect,No,None,No
32548,BAHOH,Balsamorhiza hookeri var. hirsuta,hairy balsamroot,Asteraceae,Medium,Medium,Medium,Medium,None,Medium,6.6,9.0,9,20,-18,110,None,Spring,Yes,Yes,Yes,Slow,No,None,Mid Spring,Medium,Medium,No,Yes,No Known Source,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Fine,Medium,Brown,No,Spring,Spring,No,,Single Crown,Moderate,None,,1.1,No,No,Moderate,No,No,No,None,No,,Low,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,18,55000,Slow,Medium,Semi-Erect,No,None,No
58832,BAHY,Bassia hyssopifolia,fivehorn smotherweed,Chenopodiaceae,Low,Medium,High,High,Medium,None,6.5,9.1,7,24,52,135,None,Summer,No,Yes,Yes,Slow,No,None,Early Summer,Medium,High,No,No,No Known Source,No,No,Low,No,Green,No,No,Gray-Green,Porous,Porous,Coarse,High,Black,Yes,Summer,Summer,Yes,,Single Stem,Rapid,None,,0.8,No,No,,No,No,No,None,No,,,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,9,1500,Moderate,Medium,Erect,No,None,No
32567,BAMA4,Balsamorhiza macrophylla,cutleaf balsamroot,Asteraceae,Low,High,Medium,Low,Low,Medium,6.3,8.6,14,40,-23,100,None,Spring,Yes,Yes,Yes,Slow,No,None,Mid Spring,Medium,Medium,No,Yes,Contracting Only,No,No,Medium,No,Yellow,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Spring,Summer,No,,Single Crown,Moderate,None,,2.0,No,No,Moderate,No,No,No,None,No,,Medium,Yes,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,18,55000,Slow,Medium,Semi-Erect,No,None,No
58837,BAPR5,Bassia prostrata,forage kochia,Chenopodiaceae,High,Low,Medium,High,None,High,6.5,8.5,5,27,-28,100,None,Spring and Summer,Yes,Yes,Yes,,Yes,None,Summer,Medium,High,No,No,Routinely Available,No,No,Low,Yes,Green,No,Yes,Green,Moderate,Porous,Medium,High,Brown,No,Fall,Winter,No,,Single Stem,Rapid,None,,2.5,No,No,Moderate,No,No,No,None,No,High,High,No,,,No,No,No,No,No,No,Yes,No,No,No,High,No,No,20,502400,Slow,High,Semi-Erect,No,None,No
32505,BASA2,Baccharis sarothroides,desertbroom,Asteraceae,High,Low,High,Medium,Low,None,7.0,8.5,2,10,28,240,Slight,Spring and Summer,Yes,Yes,Yes,,No,None,Late Winter,High,High,No,No,Contracting Only,No,No,Low,No,Yellow,Yes,No,Green,Dense,Moderate,Fine,High,White,No,Spring,Summer,Yes,,Multiple Stem,Moderate,Low,12,12.0,No,Yes,Short,No,No,No,None,Yes,Low,Low,No,300,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,No,12,900000,Rapid,Medium,Erect,No,None,No
61786,BAMA5,Batis maritima,turtleweed,Bataceae,Medium,Medium,High,High,Medium,,4.0,7.9,28,60,17,200,None,Spring,Yes,Yes,Yes,,No,None,Late Spring,Low,Medium,No,No,Routinely Available,No,No,Low,No,Green,No,No,Green,Moderate,Porous,Medium,Medium,,No,Spring,Summer,No,,Stoloniferous,Moderate,None,,0.1,No,No,Moderate,No,No,No,None,No,Low,Low,No,19000,7000,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,No,6,,Slow,Low,Prostrate,No,Slow,No
50333,BARO,Bacopa rotundifolia,disk waterhyssop,Scrophulariaceae,None,High,High,None,High,None,5.4,7.8,24,65,-33,120,None,"Spring, Summer, Fall",No,Yes,Yes,,No,None,Fall,Low,Low,No,No,No Known Source,No,No,Low,Yes,White,Yes,No,Green,Dense,Porous,Medium,Medium,,No,Fall,Fall,No,,Stoloniferous,Slow,None,,0.1,No,No,Moderate,No,No,No,None,No,,Low,No,11000,2700,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,No,0,4000000,Slow,Low,Prostrate,No,Moderate,No
32497,BAPI,Baccharis pilularis,coyotebrush,Asteraceae,High,Medium,Low,Low,None,Medium,6.0,8.5,12,40,7,210,Slight,Spring and Summer,Yes,No,Yes,,No,None,Spring,High,Medium,No,No,Routinely Available,No,No,Low,Yes,Yellow,Yes,No,Green,Moderate,Moderate,Medium,Medium,Brown,No,Summer,Summer,No,,Thicket Forming,Moderate,Medium,3,3.0,No,Yes,Moderate,No,No,No,None,No,Low,Low,No,15000,700,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,Yes,20,8200000,Slow,Medium,Prostrate,No,None,No
32570,BASE2,Balsamorhiza serrata,serrate balsamroot,Asteraceae,High,Low,High,None,None,High,5.8,7.0,16,28,-28,140,None,Spring and Summer,Yes,No,Yes,Moderate,No,None,Summer,Medium,Low,No,No,Contracting Only,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Summer,Fall,No,,Multiple Stem,Moderate,None,,1.0,No,No,Short,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,12,55000,Slow,Medium,Erect,No,None,No
32569,BASA3,Balsamorhiza sagittata,arrowleaf balsamroot,Asteraceae,High,Medium,Medium,Low,None,High,6.5,8.0,8,25,-38,150,None,Spring,No,Yes,Yes,Slow,No,None,Late Spring,Medium,High,No,Yes,Routinely Available,No,No,Low,No,Yellow,Yes,No,Green,Moderate,Porous,Medium,High,Brown,No,Spring,Summer,No,,Multiple Stem,Moderate,None,,2.0,No,No,Long,No,No,No,None,No,High,Medium,No,4800,1200,No,No,No,No,No,No,Yes,No,No,No,Medium,No,No,14,58438,Slow,Low,Erect,No,None,No
32506,BASA4,Baccharis salicifolia,mule-fat,Asteraceae,Low,Medium,High,High,Low,Medium,7.0,8.5,10,18,-3,160,None,Summer,Yes,Yes,Yes,,No,None,Mid Spring,High,High,No,No,Routinely Available,Yes,No,Low,No,Yellow,Yes,No,Yellow-Green,Porous,Porous,Fine,High,White,No,Summer,Fall,No,,Multiple Stem,Rapid,Low,10,10.0,No,No,Short,No,No,No,None,Yes,Low,Low,No,18000,7000,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,Yes,12,5000000,Slow,High,Erect,No,None,No
78085,BATI,Baptisia tinctoria,horseflyweed,Fabaceae,High,Low,High,None,None,High,5.8,7.0,35,60,2,190,None,Summer,Yes,No,Yes,Slow,No,None,Mid Summer,Medium,High,No,No,No Known Source,No,No,Low,No,Yellow,Yes,No,Gray-Green,Moderate,Porous,Medium,Low,Brown,No,Summer,Fall,No,,Single Crown,Moderate,None,,2.5,No,No,Moderate,No,No,No,Low,No,Medium,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,16,300000,Slow,Low,Erect,No,None,No
58840,BASC5,Bassia scoparia,burningbush,Chenopodiaceae,High,Low,High,Low,None,None,4.0,8.0,10,40,-38,120,None,Spring and Summer,Yes,No,Yes,Moderate,No,None,Summer,,Medium,No,No,Contracting Only,No,Yes,Low,No,Green,No,No,Green,Dense,Porous,Fine,High,Brown,No,Summer,Fall,No,,Single Stem,Moderate,None,,4.9,No,No,,No,No,No,None,No,Low,Low,No,10912,3450,No,Yes,No,No,No,No,Yes,No,No,No,,No,No,6,534117,Moderate,High,Erect,No,None,No
72301,BEFE,Berberis fendleri,Colorado barberry,Berberidaceae,High,Low,High,Medium,None,Medium,6.0,8.5,10,40,-18,185,None,Spring and Summer,Yes,No,Yes,,No,None,Mid Spring,High,High,No,Yes,Contracting Only,No,Yes,Low,No,Yellow,Yes,No,Green,Dense,Moderate,Fine,High,Red,Yes,Summer,Fall,Yes,,Multiple Stem,Slow,Low,6,6.0,No,No,Moderate,No,No,No,None,Yes,,,No,1200,700,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,16,30000,Slow,Medium,Rounded,No,None,No
20661,BAVU2,Bambusa vulgaris,common bamboo,Poaceae,Medium,Medium,High,Medium,Medium,Low,4.0,7.0,60,100,17,365,None,Year Round,Yes,Yes,Yes,,No,None,Indeterminate,High,Medium,No,No,Routinely Available,No,No,Low,Yes,Brown,No,No,Green,,,Fine,Low,,No,Year Round,Year Round,No,,Bunch,Rapid,High,,50.0,No,Yes,Long,No,No,No,None,No,Low,Low,No,300,170,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,No,No,24,,Slow,,Erect,No,Slow,No
69950,BEAL2,Betula alleghaniensis,yellow birch,Betulaceae,Medium,Medium,Medium,Medium,Low,Low,4.0,8.0,25,80,-47,60,None,Spring and Summer,Yes,Yes,Yes,,No,None,Late Spring,High,Low,No,Yes,Field Collections Only,No,No,Medium,No,Yellow,No,No,Green,Dense,Porous,Medium,Medium,Brown,No,Summer,Summer,Yes,High,Single Stem,Slow,Medium,25,75.0,Yes,No,Moderate,No,Yes,No,None,No,Medium,Low,Yes,700,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,No,30,446400,Moderate,Medium,Erect,No,None,Yes
73785,BEER,Berula erecta,cutleaf waterparsnip,Apiaceae,None,High,High,None,High,High,4.9,6.9,16,60,-33,85,Slight,Summer,No,Yes,Yes,Slow,No,None,Mid Summer,High,Low,No,No,No Known Source,No,No,Medium,No,White,Yes,No,Green,Porous,Porous,Medium,Medium,Brown,No,Summer,Summer,No,,Single Crown,Rapid,None,,2.8,No,No,Moderate,No,No,No,None,No,,,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,10,2500000,Moderate,Medium,Erect,No,None,No
72303,BEJU4,Berberis julianae,wintergreen barberry,Berberidaceae,High,Medium,High,None,None,Medium,5.0,7.5,32,55,-3,180,None,Spring and Summer,Yes,No,Yes,,No,None,Mid Spring,High,Medium,No,Yes,Routinely Available,No,Yes,Medium,No,Yellow,Yes,No,Red,Dense,Dense,Medium,Medium,Black,Yes,Summer,Summer,Yes,,Multiple Stem,Moderate,High,7,7.0,No,Yes,Moderate,No,No,No,None,Yes,Low,Low,Yes,1100,700,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,Yes,14,33000,Slow,Medium,Semi-Erect,No,None,No
69982,BENA,Betula nana,dwarf birch,Betulaceae,Medium,Low,Medium,None,Low,Medium,4.9,6.5,14,30,-43,80,None,Summer,Yes,Yes,Yes,,No,None,Late Spring,High,Low,No,Yes,Contracting Only,Yes,No,Low,No,Green,No,No,Green,Moderate,Moderate,Fine,Medium,Brown,No,Summer,Summer,No,,Multiple Stem,Moderate,Low,2,3.0,No,No,Moderate,No,No,No,None,Yes,Low,,No,1700,1200,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,18,600000,Slow,Low,Decumbent,No,None,No
69997,BENI,Betula nigra,river birch,Betulaceae,Low,High,High,None,Medium,Medium,3.0,6.5,30,80,-31,150,None,Spring and Summer,Yes,Yes,Yes,,No,None,Mid Spring,Medium,None,No,No,Routinely Available,Yes,No,Medium,No,Brown,No,No,Green,Moderate,Porous,Medium,High,Brown,No,Spring,Spring,No,Low,Multiple Stem,Rapid,None,35,70.0,No,No,Short,No,No,No,None,No,Medium,Low,No,700,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,Yes,Yes,20,374400,Rapid,High,Erect,No,Slow,Yes
32600,BELY,Berlandiera lyrata,lyreleaf greeneyes,Asteraceae,Medium,Low,High,Medium,None,Low,6.5,9.5,12,32,-23,150,None,Spring and Summer,No,Yes,Yes,Slow,No,None,Mid Spring,Medium,High,No,No,Contracting Only,No,No,Low,No,Yellow,Yes,No,Green,Porous,Porous,Medium,Low,Brown,No,Summer,Summer,No,,Single Crown,Moderate,None,,4.0,No,No,Moderate,No,No,No,None,No,,,No,,,No,No,No,No,No,No,Yes,No,No,No,,No,No,10,250000,Slow,Medium,Erect,No,None,No
69974,BELE,Betula lenta,sweet birch,Betulaceae,Medium,Medium,High,Medium,None,Low,3.6,6.8,29,80,-26,90,None,Spring and Summer,Yes,No,Yes,,No,None,Late Spring,High,Low,No,No,Field Collections Only,No,No,Medium,No,Yellow,No,No,Green,Moderate,Porous,Medium,Low,Brown,No,Summer,Fall,Yes,Medium,Single Stem,Moderate,None,15,60.0,No,No,Moderate,No,Yes,No,None,No,Medium,Low,No,700,300,No,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,28,646000,Slow,Medium,Erect,No,None,Yes
69998,BEOC2,Betula occidentalis,water birch,Betulaceae,Low,High,Medium,None,Medium,High,5.5,7.8,10,70,-62,140,None,Spring and Summer,Yes,Yes,Yes,,No,None,Mid Spring,Medium,Low,No,No,Routinely Available,No,No,Medium,No,Yellow,No,No,Green,Moderate,Porous,Medium,Medium,Brown,No,Spring,Spring,No,Medium,Multiple Stem,Rapid,None,25,25.0,No,No,Short,No,No,No,None,No,Medium,Low,No,700,300,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,No,Yes,20,402000,Slow,Medium,Erect,No,None,No
70004,BEPA,Betula papyrifera,paper birch,Betulaceae,Low,High,High,Medium,Low,High,4.2,7.4,12,60,-62,80,None,Spring and Summer,Yes,Yes,Yes,,No,None,Mid Spring,Medium,Low,No,Yes,Routinely Available,Yes,Yes,Medium,No,Yellow,Yes,No,Green,Moderate,Porous,Medium,High,Brown,No,Summer,Summer,Yes,High,Single Stem,Rapid,Low,40,70.0,No,No,Moderate,No,No,No,None,Yes,High,,Yes,700,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,Yes,Yes,24,1380800,Rapid,Medium,Erect,No,None,Yes
70029,BEPO,Betula populifolia,gray birch,Betulaceae,Medium,Low,Medium,Medium,None,Medium,3.5,6.5,36,65,-35,90,None,Spring and Summer,Yes,Yes,Yes,,No,None,Mid Spring,Medium,Medium,No,Yes,Routinely Available,No,Yes,Low,No,Brown,No,No,Green,Moderate,Porous,Fine,High,Brown,No,Summer,Fall,Yes,Medium,Thicket Forming,Rapid,Low,25,25.0,No,No,Short,No,No,No,None,Yes,Medium,Low,No,1200,700,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Low,No,Yes,18,4256000,Rapid,Medium,Erect,No,None,No
70031,BEPU4,Betula pumila,bog birch,Betulaceae,Low,Medium,High,None,High,Low,5.1,8.5,16,60,-38,90,None,Spring and Summer,No,Yes,Yes,,No,None,Mid Spring,High,Low,No,Yes,Routinely Available,Yes,No,Low,No,Yellow,Yes,No,Dark Green,Moderate,Porous,Medium,High,,No,Summer,Fall,No,,Multiple Stem,Moderate,None,20,20.0,No,No,Short,No,No,No,None,No,High,Low,No,2700,700,No,Yes,No,Yes,No,No,Yes,No,No,No,,No,No,18,2422000,Moderate,Medium,Semi-Erect,No,None,No
71349,BEPE,Beilschmiedia pendula,slugwood,Lauraceae,,,,,,,4.0,7.0,70,174,40,365,,,Yes,No,Yes,,No,None,Spring,,,No,No,,No,No,Medium,No,Yellow,No,No,Green,,,Medium,,Black,No,Year Round,Year Round,Yes,,,,Low,30,90.0,No,Yes,,No,Yes,No,None,No,Medium,,No,640,320,Yes,No,No,No,No,No,Yes,No,No,No,,No,No,36,,,,,No,,No
70017,BEPE3,Betula pendula,European white birch,Betulaceae,Low,High,High,Low,None,,5.0,7.5,30,55,-33,90,None,Spring and Summer,Yes,Yes,Yes,,No,None,Mid Spring,Medium,Low,No,No,Routinely Available,No,Yes,Medium,No,Brown,Yes,No,Green,Moderate,Porous,Fine,Medium,Brown,No,Summer,Summer,No,Medium,Thicket Forming,Rapid,Low,40,60.0,No,No,Short,No,No,No,None,Yes,Low,Medium,No,700,300,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,Yes,24,2400000,Slow,Medium,Erect,No,None,No
32620,BIAR,Bidens aristosa,bearded beggarticks,Asteraceae,Low,High,Medium,None,Medium,Low,5.0,7.0,22,55,52,140,None,"Spring, Summer, Fall",No,Yes,Yes,Slow,No,None,Late Summer,Medium,Medium,No,No,Routinely Available,No,No,Medium,No,Yellow,Yes,No,Green,Moderate,Porous,Coarse,High,Brown,Yes,Summer,Fall,Yes,,Single Crown,Rapid,None,,3.5,No,No,,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,8,130000,Rapid,High,Erect,No,None,No
20663,BESY,Beckmannia syzigachne,American sloughgrass,Poaceae,None,High,Medium,Medium,High,High,5.5,7.5,30,60,-33,100,None,Spring and Summer,No,Yes,Yes,Slow,No,None,Mid Spring,Medium,Low,No,No,Routinely Available,No,No,Medium,No,Yellow,No,No,Green,Moderate,Porous,Medium,High,Brown,No,Spring,Summer,No,,Bunch,Moderate,None,,3.0,No,No,,Yes,No,No,None,No,Medium,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,16,238000,Moderate,High,Erect,No,None,No
32666,BICO,Bidens coronata,crowned beggarticks,Asteraceae,Low,High,Medium,None,Medium,Low,5.2,7.1,32,55,52,145,None,"Spring, Summer, Fall",Yes,Yes,Yes,Slow,No,None,Late Summer,Medium,Medium,No,No,Routinely Available,No,Yes,Medium,No,Yellow,Yes,No,Green,Moderate,Porous,Coarse,High,Brown,No,Fall,Fall,Yes,,Single Crown,Rapid,None,,3.4,No,No,,No,No,No,None,No,Low,Low,No,,,No,No,No,No,No,No,Yes,No,No,No,Low,No,No,8,130000,Rapid,High,Erect,No,None,No
72309,BETH,Berberis thunbergii,Japanese barberry,Berberidaceae,Low,Medium,High,Low,None,None,5.5,7.2,30,60,-28,180,None,Spring and Summer,Yes,Yes,Yes,,No,None,Late Spring,High,None,No,Yes,Routinely Available,No,Yes,Low,No,Yellow,Yes,No,Dark Green,Dense,Porous,Fine,High,Red,Yes,Summer,Winter,Yes,,Multiple Stem,Moderate,High,6,6.0,No,No,Moderate,No,No,No,None,Yes,Low,Low,No,700,350,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,No,Yes,18,27040,Moderate,Medium,Rounded,No,Slow,No
